concept_cd,concept_path,name_char,concept_blob,update_date,download_date,import_date,sourcesystem_cd,upload_id,table_name
C67.5:Fixed Cell Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Fixed Cell Block\,Bladder neck:Fixed Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Plasma,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Plasma\,Dome of bladder:Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Frozen Cell Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Frozen Cell Block\,Bladder neck:Frozen Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C54,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\CORPUS UTERI\CORPUS UTERI\,CORPUS UTERI,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C51,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\VULVA\VULVA\,VULVA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C56,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OVARY\OVARY\,OVARY,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C55,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\UTERUS, NOS\UTERUS, NOS\","UTERUS, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C53,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\CERVIX UTERI\CERVIX UTERI\,CERVIX UTERI,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\,OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C52,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\VAGINA\VAGINA\,VAGINA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C58,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\PLACENTA\PLACENTA\,PLACENTA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C33,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\TRACHEA\TRACHEA\,TRACHEA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C31,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\ACCESSORY SINUSES\ACCESSORY SINUSES\,ACCESSORY SINUSES,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C32,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\LARYNX\LARYNX\,LARYNX,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C30,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\NASAL CAVITY AND MIDDLE EAR\NASAL CAVITY AND MIDDLE EAR\,NASAL CAVITY AND MIDDLE EAR,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Frozen Tissue Slide,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Frozen Tissue Slide\,Overlapping lesion of urinary organs:Frozen Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Fresh Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Fresh Tissue\,Overlapping lesion of urinary organs:Fresh Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Microdissected,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Microdissected\,Overlapping lesion of urinary organs:Microdissected,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Frozen Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Frozen Tissue\,Overlapping lesion of urinary organs:Frozen Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C68.1:RNA, poly-A enriched","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:RNA, poly-A enriched\","Paraurethral gland:RNA, poly-A enriched",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C68.1:RNA, nuclear","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:RNA, nuclear\","Paraurethral gland:RNA, nuclear",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:Not Specified,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:Not Specified\,Paraurethral gland:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:protein,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:protein\,Paraurethral gland:protein,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:cDNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:cDNA\,Paraurethral gland:cDNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:RNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:RNA\,Paraurethral gland:RNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Body Cavity Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Body Cavity Fluid\,Dome of bladder:Body Cavity Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Pericardial Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Pericardial Fluid\,Dome of bladder:Pericardial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Lavage,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Lavage\,Dome of bladder:Lavage,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Whole Blood,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Whole Blood\,Dome of bladder:Whole Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Vitreous Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Vitreous Fluid\,Dome of bladder:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Gastric Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Gastric Fluid\,Dome of bladder:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Bone Marrow Plasma,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Bone Marrow Plasma\,Dome of bladder:Bone Marrow Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Urine,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Urine\,Dome of bladder:Urine,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Serum,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Serum\,Dome of bladder:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Amniotic Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Amniotic Fluid\,Dome of bladder:Amniotic Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Cryopreserved Cells,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Cryopreserved Cells\,Bladder neck:Cryopreserved Cells,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Slide,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Slide\,Bladder neck:Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Whole Bone Marrow,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Whole Bone Marrow\,Bladder neck:Whole Bone Marrow,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Plasma,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Plasma\,Bladder neck:Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Body Cavity Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Body Cavity Fluid\,Bladder neck:Body Cavity Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Pericardial Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Pericardial Fluid\,Bladder neck:Pericardial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Lavage,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Lavage\,Bladder neck:Lavage,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Whole Blood,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Whole Blood\,Bladder neck:Whole Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Vitreous Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Vitreous Fluid\,Bladder neck:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Gastric Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Gastric Fluid\,Bladder neck:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C38,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\HEART, MEDIASTINUM, AND PLEURA\HEART, MEDIASTINUM, AND PLEURA\","HEART, MEDIASTINUM, AND PLEURA",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C34,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\BRONCHUS AND LUNG\BRONCHUS AND LUNG\,BRONCHUS AND LUNG,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C37,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\THYMUS\THYMUS\,THYMUS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Fixed Tissue Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Fixed Tissue Block\,Dome of bladder:Fixed Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C39,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\,OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.7:Whole Bone Marrow,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Urachus\Urachus:Whole Bone Marrow\,Urachus:Whole Bone Marrow,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C40,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\BONES, JOINTS AND ARTICULAR CARTILAGE\BONES, JOINTS AND ARTICULAR CARTILAGE OF LIMBS\BONES, JOINTS AND ARTICULAR CARTILAGE OF LIMBS\","BONES, JOINTS AND ARTICULAR CARTILAGE OF LIMBS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C41,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\BONES, JOINTS AND ARTICULAR CARTILAGE\BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES\BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES\","BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C75,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES\OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES\,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C74,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\ADRENAL GLAND\ADRENAL GLAND\,ADRENAL GLAND,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Amniotic Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Amniotic Fluid\,Bladder neck:Amniotic Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C73,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\THYROID GLAND\THYROID GLAND\,THYROID GLAND,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C14,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX\OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX\","OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:DNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:DNA\,Paraurethral gland:DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C68.1:RNA, cytoplasmic","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:RNA, cytoplasmic\","Paraurethral gland:RNA, cytoplasmic",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:Total Nucleic Acid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:Total Nucleic Acid\,Paraurethral gland:Total Nucleic Acid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:Whole Genome Amplified DNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:Whole Genome Amplified DNA\,Paraurethral gland:Whole Genome Amplified DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Frozen Tissue Slide,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Frozen Tissue Slide\,Dome of bladder:Frozen Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:Frozen Cell Pellet,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:Frozen Cell Pellet\,Paraurethral gland:Frozen Cell Pellet,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:Fixed Cell Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:Fixed Cell Block\,Paraurethral gland:Fixed Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:Frozen Cell Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:Frozen Cell Block\,Paraurethral gland:Frozen Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:Cryopreserved Cells,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:Cryopreserved Cells\,Paraurethral gland:Cryopreserved Cells,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:Slide,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:Slide\,Paraurethral gland:Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.1:Whole Bone Marrow,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Paraurethral gland\Paraurethral gland:Whole Bone Marrow\,Paraurethral gland:Whole Bone Marrow,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Cerebrospinal Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Cerebrospinal Fluid\,Dome of bladder:Cerebrospinal Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Bile,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Bile\,Dome of bladder:Bile,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Synovial Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Synovial Fluid\,Dome of bladder:Synovial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Sweat,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Sweat\,Dome of bladder:Sweat,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Feces,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Feces\,Dome of bladder:Feces,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Fixed Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Fixed Tissue\,Dome of bladder:Fixed Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Frozen Tissue Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Frozen Tissue Block\,Dome of bladder:Frozen Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Fixed Tissue Slide,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Fixed Tissue Slide\,Dome of bladder:Fixed Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Fresh Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Fresh Tissue\,Dome of bladder:Fresh Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Microdissected,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Microdissected\,Dome of bladder:Microdissected,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:Frozen Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:Frozen Tissue\,Dome of bladder:Frozen Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Bone Marrow Plasma,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Bone Marrow Plasma\,Bladder neck:Bone Marrow Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Cerebrospinal Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Cerebrospinal Fluid\,Bladder neck:Cerebrospinal Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Bile,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Bile\,Bladder neck:Bile,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Synovial Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Synovial Fluid\,Bladder neck:Synovial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Sweat,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Sweat\,Bladder neck:Sweat,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Feces,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Feces\,Bladder neck:Feces,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Fixed Tissue Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Fixed Tissue Block\,Bladder neck:Fixed Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Frozen Tissue Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Frozen Tissue Block\,Bladder neck:Frozen Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
